0,1,2
785.2979433551282,1555.5975453012372,1158.4329278935672
671.1866454653723,1396.890595332726,832.9239445977189
171.02651039732245,476.3050626057561,670.1990378421929
675.8581552062884,1434.1073652544258,672.3525712523385
1019.9984107761925,790.0553850893649,1409.325957533875
1369.7339692657729,185.3453206013686,1216.3884172665978
105.27542652851184,1341.697800737527,792.1268529629099
985.666057061346,192.88922928344138,1275.3378626748115
977.4515134440568,1190.9101196969445,713.5360929771113
976.8733676350353,1060.7728831634709,916.1981873600013
1590.9941197865082,462.0021125698388,970.6523952937393
1552.2965545655238,679.4522488224516,656.6778842426672
299.2092316003868,60.929249729395885,73.9966795997999
91.26542460423757,761.6869271352032,297.38134102941575
888.518379487014,18.258001805088497,1383.2278697315987
367.9874065556218,1098.8996020711677,1588.0196802217295
284.2479994831013,467.44300616290406,684.7663319615015
1081.5724908437066,1571.5256736895676,1543.8497474674343
720.8138327190177,1077.038805893801,1490.415053035171
701.1106049303507,356.3996353565923,1430.0544029354385
1251.5558040953647,29.736723634099782,1107.0550291504394
1212.6239968880761,275.24310673977845,1348.4478167420082
574.5363343915178,1554.1734821987661,888.6236264135846
1078.7054709117024,986.0011470712253,361.5736958404403
1273.8899124126992,444.35612880583443,1016.2685498865695
314.33640324996065,634.512656757817,1317.0189960635928
508.48697354629184,980.8502921517813,254.62809201392088
911.5029967764475,1365.703760547434,1139.9774048768859
230.6341157257231,855.4987553419613,75.450811802982
762.348262479121,923.8762410734655,722.9360127643544
